latitude,longitude,name,description
55.406453,73.644425,ТП-00093,КТП-6 кВ
55.308145,73.893827,ТП-00094,ПС-110/10
54.552308,73.630221,ТП-00095,ПС-110/10
55.252012,73.77047,ТП-00096,БКТП-1000
54.673278,73.591406,ТП-00097,Трансформаторная подстанция
55.302734,73.064677,ТП-00098,ТП-35/6
54.844693,73.72259,ТП-00099,КТП-6 кВ
54.551298,73.032443,ТП-00100,Распределительный пункт
55.4002,73.127037,ТП-00101,ПС-110/10
55.141566,73.748027,ТП-00102,Трансформаторная подстанция
54.633808,73.887441,ТП-00103,
55.396281,73.112013,ТП-00104,
54.921107,73.6214,ТП-00105,КТП-400
55.415812,72.94721,ТП-00106,КТП-6 кВ
54.75925,73.599664,ТП-00107,
55.363018,73.412297,ТП-00108,КТП-160
55.193334,73.036739,ТП-00109,КТП-250
55.358694,73.505471,ТП-00110,Распределительный пункт
55.177779,73.150354,ТП-00111,ПС-110/10
54.823565,73.586929,ТП-00112,КТП-6 кВ
54.908402,73.8544,ТП-00113,КТП-10 кВ
55.083963,73.151045,ТП-00114,Трансформаторная подстанция
54.803487,73.051201,ТП-00115,КТП-400
55.119235,73.331487,ТП-00116,КТП-6 кВ
54.990057,73.693109,ТП-00117,КТП-160
54.682722,72.913275,ТП-00118,КТП-250
55.087335,72.922726,ТП-00119,КТП-6 кВ
55.135516,73.067105,ТП-00120,
54.551983,73.089327,ТП-00121,КТП-100
54.595545,73.275885,ТП-00122,КТП-6 кВ
55.176511,73.242376,ТП-00123,КТП-10 кВ
55.120452,72.826099,ТП-00124,КТП-100
55.326919,73.676262,ТП-00125,
55.253699,73.585503,ТП-00126,ПС-220/110/10
54.754278,73.75317,ТП-00127,КТП-100
54.948179,73.404245,ТП-00128,БКТП-630
55.385036,73.800569,ТП-00129,КТП-160
55.332818,73.289415,ТП-00130,ТП-35/6
55.337487,73.638021,ТП-00131,БКТП-1000
55.206599,73.743849,ТП-00132,
55.229907,73.353057,ТП-00133,
54.925885,73.604899,ТП-00134,
54.832263,73.80233,ТП-00135,
54.665748,73.241339,ТП-00136,
54.722558,73.276355,ТП-00137,ТП-35/6
54.904197,73.047518,ТП-00138,КТП-100
55.055671,73.585075,ТП-00139,КТП-100
55.048121,73.344678,ТП-00140,БКТП-1000
55.208128,73.758793,ТП-00141,ПС-110/10
55.014399,73.628097,ТП-00142,КТП-6 кВ
54.969407,73.120229,ТП-00143,ПС-110/10
54.832517,73.567056,ТП-00144,КТП-10 кВ
55.286455,73.831496,ТП-00145,ПС-220/110/10
54.55427,73.253422,ТП-00146,Трансформаторная подстанция
54.605553,73.291474,ТП-00147,КТП-10 кВ
54.575256,73.237014,ТП-00148,
54.824161,73.657353,ТП-00149,КТП-100
55.386084,73.283721,ТП-00150,ТП-35/6
54.547445,73.413361,ТП-00151,БКТП-630
54.7318,72.89548,ТП-00152,Трансформаторная подстанция
55.20881,73.864573,ТП-00153,
54.548342,72.987621,ТП-00154,
55.132513,73.440367,ТП-00155,
55.159518,73.663588,ТП-00156,
55.076523,73.642718,ТП-00157,
55.267371,73.881193,ТП-00158,
54.553111,73.163153,ТП-00159,ПС-110/10
54.886989,73.606516,ТП-00160,
55.151553,73.509967,ТП-00161,
55.225233,73.755323,ТП-00162,Распределительный пункт
55.246604,73.442526,ТП-00163,
55.009471,73.547673,ТП-00164,
55.112789,72.833917,ТП-00165,ТП-35/6
54.624985,73.876866,ТП-00166,ТП-35/6
55.166578,73.299036,ТП-00167,КТП-250
54.773074,73.709019,ТП-00168,ТП-35/6
54.948386,73.728308,ТП-00169,БКТП-630
55.296542,73.733804,ТП-00170,
55.323468,73.08825,ТП-00171,КТП-400
55.13137,73.190036,ТП-00172,БКТП-630
54.693656,73.053332,ТП-00173,БКТП-630
54.781693,73.475771,ТП-00174,ПС-220/110/10
54.539136,73.862869,ТП-00175,
55.178067,73.357436,ТП-00176,КТП-160
54.958484,73.603027,ТП-00177,Трансформаторная подстанция
54.613748,73.063756,ТП-00178,БКТП-1000
55.127564,73.225922,ТП-00179,БКТП-630
54.912953,73.640529,ТП-00180,КТП-160
54.938371,73.157285,ТП-00181,
55.179156,73.167103,ТП-00182,КТП-100
55.151147,73.030695,ТП-00183,БКТП-1000
55.182127,73.894268,ТП-00184,БКТП-1000
55.41246,73.735891,ТП-00185,
54.854793,73.152494,ТП-00186,КТП-10 кВ
54.77688,73.891724,ТП-00187,КТП-160
55.379681,73.521657,ТП-00188,Распределительный пункт
55.315448,73.451471,ТП-00189,ТП-35/6
54.836635,73.882047,ТП-00190,
55.305551,72.945496,ТП-00191,
54.972572,73.454723,ТП-00192,КТП-10 кВ
54.664278,73.439124,ТП-00193,КТП-6 кВ
54.636606,73.660888,ТП-00194,КТП-100
55.086577,73.673263,ТП-00195,ТП-35/6
54.797618,73.467378,ТП-00196,КТП-400
55.088925,73.490594,ТП-00197,КТП-100
54.717009,73.052128,ТП-00198,КТП-10 кВ
54.745879,73.427191,ТП-00199,
54.897666,73.578308,ТП-00200,Трансформаторная подстанция
54.738329,73.597651,ТП-00201,ТП-35/6
54.594062,73.076766,ТП-00202,
55.242123,73.468769,ТП-00203,КТП-6 кВ
54.912625,73.419019,ТП-00204,БКТП-1000
55.273968,72.898551,ТП-00205,
54.806851,73.643853,ТП-00206,БКТП-1000
54.925238,73.335568,ТП-00207,ПС-110/10
55.378409,73.370519,ТП-00208,Распределительный пункт
55.068233,73.798365,ТП-00209,КТП-400
54.755331,72.92046,ТП-00210,КТП-400
55.058411,72.84282,ТП-00211,БКТП-1000
55.048622,73.65942,ТП-00212,
54.997067,73.306452,ТП-00213,
55.427251,73.299473,ТП-00214,Распределительный пункт
54.953009,73.269183,ТП-00215,Распределительный пункт
55.30196,73.182784,ТП-00216,БКТП-1000
55.126325,73.260497,ТП-00217,Трансформаторная подстанция
54.939343,73.165969,ТП-00218,КТП-100
54.893758,73.386056,ТП-00219,КТП-250
55.312431,73.328174,ТП-00220,
54.996595,73.504897,ТП-00221,ТП-35/6
55.213991,73.043914,ТП-00222,БКТП-1000
54.924304,73.588075,ТП-00223,
55.405832,73.489759,ТП-00224,
54.67254,73.425923,ТП-00225,Распределительный пункт
54.732231,73.745546,ТП-00226,
55.382355,73.532481,ТП-00227,
55.369388,73.141048,ТП-00228,ПС-110/10
55.281252,73.898269,ТП-00229,
55.026139,73.241945,ТП-00230,ПС-220/110/10
55.201663,72.970159,ТП-00231,
55.225408,73.759854,ТП-00232,КТП-100
54.986964,73.722604,ТП-00233,
54.7987,73.465631,ТП-00234,ТП-35/6
55.308735,73.311202,ТП-00235,БКТП-630
55.026726,73.417773,ТП-00236,БКТП-630
55.312642,73.898852,ТП-00237,
54.874674,73.761614,ТП-00238,БКТП-630
55.200235,73.595751,ТП-00239,ПС-110/10
55.419573,73.691633,ТП-00240,КТП-10 кВ
54.975796,72.860722,ТП-00241,КТП-400
54.828795,72.930401,ТП-00242,Распределительный пункт
55.003356,73.322621,ТП-00243,ПС-110/10
55.31384,73.886952,ТП-00244,
55.233373,73.111525,ТП-00245,ПС-110/10
55.114853,73.756942,ТП-00246,ПС-220/110/10
54.872008,73.168327,ТП-00247,КТП-100
54.969153,73.415118,ТП-00248,КТП-6 кВ
55.098045,73.833022,ТП-00249,КТП-160
54.611341,73.896172,ТП-00250,КТП-160
55.315321,73.308046,ТП-00251,Трансформаторная подстанция
54.571392,73.695758,ТП-00252,
54.867357,72.980127,ТП-00253,КТП-400
55.14362,73.018063,ТП-00254,
55.078543,73.240799,ТП-00255,ТП-35/6
55.351546,72.977429,ТП-00256,БКТП-1000
54.943613,73.553525,ТП-00257,ТП-35/6
55.341088,73.565372,ТП-00258,
54.927557,73.200122,ТП-00259,КТП-250
55.395826,73.579345,ТП-00260,БКТП-1000
54.709295,73.243163,ТП-00261,КТП-6 кВ
54.873228,73.214855,ТП-00262,
55.159351,72.844134,ТП-00263,ПС-110/10
54.777032,73.442522,ТП-00264,КТП-160
55.406243,73.821679,ТП-00265,БКТП-1000
55.228167,73.07313,ТП-00266,КТП-6 кВ
55.102956,73.50298,ТП-00267,КТП-160
55.220724,73.568941,ТП-00268,
54.617448,73.510204,ТП-00269,
55.239749,72.856701,ТП-00270,КТП-10 кВ
54.61112,73.144621,ТП-00271,КТП-10 кВ
54.710715,73.685164,ТП-00272,БКТП-630
55.007767,73.824836,ТП-00273,БКТП-1000
55.352644,73.858607,ТП-00274,БКТП-1000
55.201903,73.192587,ТП-00275,
55.396604,72.974833,ТП-00276,КТП-250
55.181795,73.897936,ТП-00277,КТП-100
55.031581,72.919333,ТП-00278,БКТП-1000
55.012915,73.320265,ТП-00279,КТП-250
54.765945,73.239128,ТП-00280,БКТП-630
54.627511,73.077204,ТП-00281,
55.325811,73.437548,ТП-00282,КТП-6 кВ
55.112887,73.518944,ТП-00283,КТП-160
54.801971,73.269125,ТП-00284,
55.381635,73.154801,ТП-00285,Распределительный пункт
54.74132,73.411301,ТП-00286,БКТП-630
55.133438,73.637454,ТП-00287,ПС-110/10
55.058606,73.619259,ТП-00288,КТП-250
54.619119,73.358282,ТП-00289,БКТП-1000
54.559445,73.227583,ТП-00290,КТП-6 кВ
55.299905,72.92929,ТП-00291,ПС-220/110/10
55.341527,73.529309,ТП-00292,
54.778293,73.885028,ТП-00293,ТП-35/6
54.612506,73.053316,ТП-00294,Трансформаторная подстанция
54.575521,73.18686,ТП-00295,КТП-100
55.03812,72.895471,ТП-00296,КТП-6 кВ
55.057745,73.714358,ТП-00297,
55.226932,73.687508,ТП-00298,БКТП-1000
55.302566,72.979157,ТП-00299,
54.755589,73.011947,ТП-00300,Трансформаторная подстанция
54.648623,73.214067,ТП-00301,КТП-400
54.821394,73.011671,ТП-00302,
55.197546,73.398694,ТП-00303,ТП-35/6
54.933448,73.218243,ТП-00304,ТП-35/6
54.983455,73.859957,ТП-00305,
55.234904,73.773679,ТП-00306,ТП-35/6
55.109007,72.854266,ТП-00307,ПС-110/10
54.913646,72.938758,ТП-00308,ТП-35/6
54.596142,72.90887,ТП-00309,Распределительный пункт
54.643572,73.506749,ТП-00310,КТП-160
54.822667,73.914091,ТП-00311,ТП-35/6
54.984996,73.293219,ТП-00312,Распределительный пункт
55.297513,73.536008,ТП-00313,КТП-160
55.308943,73.293077,ТП-00314,ПС-110/10
54.835038,73.318849,ТП-00315,Распределительный пункт
54.811294,73.163776,ТП-00316,
55.388233,73.575503,ТП-00317,Распределительный пункт
55.278595,72.922553,ТП-00318,
55.194916,73.712946,ТП-00319,КТП-400
55.390962,73.437852,ТП-00320,ПС-110/10
54.848238,73.551875,ТП-00321,КТП-160
54.576301,73.136392,ТП-00322,Распределительный пункт
55.050127,73.054013,ТП-00323,КТП-6 кВ
55.292547,73.205125,ТП-00324,Распределительный пункт
55.216345,73.45151,ТП-00325,ПС-220/110/10
55.407092,73.72027,ТП-00326,КТП-250
55.031066,73.489894,ТП-00327,КТП-160
54.770703,73.018458,ТП-00328,БКТП-1000
55.359384,73.206126,ТП-00329,
54.658926,73.543079,ТП-00330,
55.196872,73.888991,ТП-00331,
55.007434,73.233814,ТП-00332,КТП-10 кВ
54.863048,73.613756,ТП-00333,КТП-400
55.066601,73.791676,ТП-00334,
55.208992,72.874739,ТП-00335,
54.928802,73.286416,ТП-00336,ПС-110/10
54.77585,73.650437,ТП-00337,
54.916922,73.131571,ТП-00338,ТП-35/6
55.004241,73.159261,ТП-00339,
55.416001,72.88026,ТП-00340,
55.380792,73.664084,ТП-00341,БКТП-1000
54.82531,72.828503,ТП-00342,КТП-10 кВ
54.646267,73.405841,ТП-00343,
55.032851,73.554853,ТП-00344,ПС-110/10
55.305588,72.866532,ТП-00345,
55.359046,73.768321,ТП-00346,КТП-400
54.893981,73.524156,ТП-00347,
54.894529,73.88282,ТП-00348,
55.382853,73.326107,ТП-00349,БКТП-630
54.609317,73.748933,ТП-00350,
55.059984,73.396359,ТП-00351,БКТП-1000
55.201224,73.063729,ТП-00352,Распределительный пункт
54.989435,72.945429,ТП-00353,КТП-100
54.844438,73.620117,ТП-00354,КТП-10 кВ
54.742642,72.981089,ТП-00355,
55.072159,73.656237,ТП-00356,КТП-10 кВ
55.386163,73.510744,ТП-00357,КТП-400
55.213889,73.313796,ТП-00358,КТП-400
55.108693,73.905185,ТП-00359,КТП-250
54.814525,73.303739,ТП-00360,КТП-250
54.802538,73.122141,ТП-00361,
54.986603,73.161449,ТП-00362,Трансформаторная подстанция
54.861864,73.135785,ТП-00363,Распределительный пункт
55.083508,73.377775,ТП-00364,ПС-220/110/10
55.388808,73.632813,ТП-00365,
55.348145,73.448822,ТП-00366,
55.074505,73.371504,ТП-00367,ТП-35/6
54.623152,73.80904,ТП-00368,КТП-160
54.605896,73.53074,ТП-00369,
55.16686,73.910085,ТП-00370,КТП-400
54.672872,73.230137,ТП-00371,
54.897892,73.192204,ТП-00372,КТП-100
55.097798,73.188114,ТП-00373,ПС-220/110/10
55.140541,73.132562,ТП-00374,КТП-250
55.397969,73.482971,ТП-00375,
54.603352,73.549973,ТП-00376,БКТП-1000
55.400927,73.588328,ТП-00377,КТП-400
55.167951,72.913191,ТП-00378,КТП-250
55.242496,73.714503,ТП-00379,КТП-160
55.427448,73.823693,ТП-00380,
55.13341,73.379337,ТП-00381,
54.807979,73.866286,ТП-00382,КТП-100
54.967644,73.069197,ТП-00383,
54.599449,73.748871,ТП-00384,
55.223787,73.738632,ТП-00385,Трансформаторная подстанция
55.125736,73.784032,ТП-00386,КТП-400
54.869048,72.998472,ТП-00387,КТП-100
55.092266,73.812922,ТП-00388,Трансформаторная подстанция
54.899773,73.563999,ТП-00389,
54.929779,73.133421,ТП-00390,ТП-35/6
54.740603,73.083085,ТП-00391,КТП-100
54.952114,73.738625,ТП-00392,КТП-400
55.415996,73.327848,ТП-00393,
54.873685,73.400206,ТП-00394,КТП-6 кВ
55.251133,72.972238,ТП-00395,
55.107061,73.781529,ТП-00396,Распределительный пункт
55.170261,73.3875,ТП-00397,
54.605488,72.996344,ТП-00398,ПС-220/110/10
54.662614,73.30122,ТП-00399,КТП-6 кВ
55.265033,73.793093,ТП-00400,ПС-110/10
54.577931,73.372208,ТП-00401,
55.425073,73.232404,ТП-00402,
55.367743,73.743094,ТП-00403,КТП-100
54.661444,72.862134,ТП-00404,ТП-35/6
55.156465,72.972672,ТП-00405,ТП-35/6
55.083813,73.816443,ТП-00406,
54.724089,72.984472,ТП-00407,КТП-400
55.004994,72.942306,ТП-00408,
54.801036,72.872524,ТП-00409,КТП-100
55.09053,72.889088,ТП-00410,ТП-35/6
55.067065,72.838079,ТП-00411,КТП-6 кВ
55.17669,73.140399,ТП-00412,
54.847534,73.44773,ТП-00413,
55.131393,73.395833,ТП-00414,ПС-220/110/10
55.019674,73.685054,ТП-00415,Трансформаторная подстанция
54.881408,73.337149,ТП-00416,БКТП-630
54.758285,72.837866,ТП-00417,БКТП-630
54.747013,73.542815,ТП-00418,
55.053713,73.652347,ТП-00419,
54.847069,73.192402,ТП-00420,КТП-100
55.146214,73.898901,ТП-00421,КТП-10 кВ
55.260348,72.889411,ТП-00422,ТП-35/6
54.563285,73.04175,ТП-00423,Трансформаторная подстанция
54.814036,73.161083,ТП-00424,ПС-220/110/10
54.95606,72.860283,ТП-00425,БКТП-1000
54.851277,73.678926,ТП-00426,БКТП-630
54.775895,73.699277,ТП-00427,ПС-110/10
55.198977,73.804101,ТП-00428,КТП-10 кВ
54.976583,73.367276,ТП-00429,ПС-220/110/10
54.770049,72.910873,ТП-00430,ПС-110/10
55.072208,73.724575,ТП-00431,БКТП-630
54.622338,73.180712,ТП-00432,
54.931324,73.609429,ТП-00433,
54.929518,73.311843,ТП-00434,БКТП-630
55.083366,73.298435,ТП-00435,КТП-100
55.383114,72.902545,ТП-00436,БКТП-630
54.991777,73.644888,ТП-00437,
54.558027,73.753536,ТП-00438,ТП-35/6
54.561319,72.893957,ТП-00439,БКТП-630
54.855936,73.864414,ТП-00440,
54.668094,73.314915,ТП-00441,ТП-35/6
55.216776,73.451314,ТП-00442,ПС-110/10
54.812947,73.126559,ТП-00443,Трансформаторная подстанция
55.192107,73.368948,ТП-00444,ПС-220/110/10
54.635985,73.672461,ТП-00445,КТП-6 кВ
55.426729,73.134135,ТП-00446,ТП-35/6
54.710161,72.969301,ТП-00447,
54.685391,73.604707,ТП-00448,КТП-100
55.143736,73.750073,ТП-00449,БКТП-630
55.168586,73.424997,ТП-00450,
54.799961,72.993256,ТП-00451,КТП-160
55.10393,73.693066,ТП-00452,Распределительный пункт
55.416619,73.691272,ТП-00453,
54.97462,73.216986,ТП-00454,ТП-35/6
55.253296,73.426812,ТП-00455,Распределительный пункт
54.589173,73.257976,ТП-00456,ТП-35/6
55.003126,73.666081,ТП-00457,Распределительный пункт
54.642794,73.16873,ТП-00458,
54.94925,73.389096,ТП-00459,
55.276148,73.426434,ТП-00460,КТП-100
55.399638,73.29588,ТП-00461,Трансформаторная подстанция
55.278252,73.389912,ТП-00462,КТП-10 кВ
54.820395,73.600265,ТП-00463,ПС-220/110/10
55.335433,73.750527,ТП-00464,
55.101551,73.425926,ТП-00465,
54.802542,73.406826,ТП-00466,КТП-10 кВ
55.062628,73.458711,ТП-00467,
55.092031,73.812201,ТП-00468,КТП-400
54.567075,73.770159,ТП-00469,
55.383692,73.668125,ТП-00470,
54.719728,73.449351,ТП-00471,Трансформаторная подстанция
54.978234,73.50988,ТП-00472,
55.390985,73.351239,ТП-00473,КТП-250
54.895483,73.318899,ТП-00474,КТП-10 кВ
54.925645,73.352676,ТП-00475,
55.075994,73.163841,ТП-00476,КТП-160
55.419221,73.199908,ТП-00477,КТП-100
54.863486,73.437816,ТП-00478,ТП-35/6
54.64027,73.314556,ТП-00479,
54.575545,73.859923,ТП-00480,ПС-110/10
54.753443,73.771838,ТП-00481,
54.824692,73.455456,ТП-00482,КТП-100
54.673408,73.915566,ТП-00483,БКТП-1000
54.977633,72.919054,ТП-00484,ТП-35/6
55.400018,73.056659,ТП-00485,Трансформаторная подстанция
54.783221,73.477271,ТП-00486,КТП-250
54.953528,73.41036,ТП-00487,ПС-110/10
54.650541,73.11092,ТП-00488,ПС-110/10
54.859344,73.26064,ТП-00489,КТП-6 кВ
54.856271,73.137462,ТП-00490,ТП-35/6
55.217964,73.127693,ТП-00491,КТП-250
55.079939,72.96153,ТП-00492,
54.865879,73.905466,ТП-00493,БКТП-630
55.209469,73.038964,ТП-00494,ПС-220/110/10
54.566229,72.862805,ТП-00495,КТП-100
54.95637,73.322687,ТП-00496,ПС-220/110/10
54.655803,73.844506,ТП-00497,ПС-110/10
55.421554,73.633251,ТП-00498,
54.832736,73.731118,ТП-00499,КТП-160
55.036632,73.342382,ТП-00500,
54.828116,72.940565,ТП-00501,БКТП-1000
55.247079,73.617857,ТП-00502,Трансформаторная подстанция
55.067219,73.112083,ТП-00503,КТП-100
55.050627,73.070298,ТП-00504,
54.962404,73.396656,ТП-00505,КТП-100
55.28705,72.982553,ТП-00506,Трансформаторная подстанция
55.045313,73.590573,ТП-00507,
54.926935,73.280658,ТП-00508,КТП-6 кВ
54.89934,73.67247,ТП-00509,КТП-160
55.184662,73.596353,ТП-00510,ПС-220/110/10
54.822545,73.548449,ТП-00511,БКТП-630
55.391017,73.32563,ТП-00512,ПС-220/110/10
54.848858,73.669189,ТП-00513,КТП-250
55.253287,73.110798,ТП-00514,КТП-6 кВ
54.781106,73.148349,ТП-00515,БКТП-1000
55.224057,73.595391,ТП-00516,ТП-35/6
54.815337,73.203683,ТП-00517,КТП-100
55.179498,73.136568,ТП-00518,ПС-220/110/10
54.871725,73.898177,ТП-00519,КТП-100
55.254154,73.139498,ТП-00520,
55.172727,73.201,ТП-00521,БКТП-1000
55.202605,73.055385,ТП-00522,БКТП-1000
55.369722,73.585788,ТП-00523,
55.084109,73.465514,ТП-00524,
55.132851,73.404146,ТП-00525,Трансформаторная подстанция
54.620178,73.183323,ТП-00526,КТП-250
55.223689,72.8257,ТП-00527,КТП-10 кВ
54.896217,73.848535,ТП-00528,ТП-35/6
55.115485,73.651502,ТП-00529,
54.786874,72.885079,ТП-00530,КТП-250
55.04672,73.408668,ТП-00531,Трансформаторная подстанция
55.351907,73.012571,ТП-00532,КТП-10 кВ
55.37053,72.859974,ТП-00533,КТП-100
54.975846,73.85027,ТП-00534,БКТП-1000
55.319069,72.830194,ТП-00535,Распределительный пункт
55.365609,73.188546,ТП-00536,КТП-250
55.01897,73.363304,ТП-00537,ПС-220/110/10
54.951219,73.032093,ТП-00538,
54.676245,73.324806,ТП-00539,
54.697579,73.63028,ТП-00540,КТП-400
55.136961,73.032477,ТП-00541,КТП-250
55.337338,73.729689,ТП-00542,Распределительный пункт
54.89075,72.924924,ТП-00543,ТП-35/6
54.821242,73.092852,ТП-00544,
54.741969,73.649132,ТП-00545,БКТП-1000
55.054215,73.450165,ТП-00546,
54.853597,73.079933,ТП-00547,ТП-35/6
54.806126,73.265958,ТП-00548,КТП-160
55.222857,73.579319,ТП-00549,БКТП-1000
54.86079,73.062934,ТП-00550,ТП-35/6
54.667867,73.642508,ТП-00551,ПС-110/10
55.161747,73.824077,ТП-00552,КТП-100
55.127685,73.060253,ТП-00553,
55.209266,73.780449,ТП-00554,
54.932073,73.594143,ТП-00555,
55.037752,72.887934,ТП-00556,ПС-220/110/10
54.711941,73.410326,ТП-00557,
55.299037,73.306025,ТП-00558,КТП-160
55.054833,72.920036,ТП-00559,КТП-100
54.580072,72.965139,ТП-00560,КТП-400
54.581963,73.328616,ТП-00561,КТП-160
54.549593,73.099903,ТП-00562,
54.726111,72.900332,ТП-00563,КТП-160
54.587384,73.913536,ТП-00564,Распределительный пункт
55.417524,73.339278,ТП-00565,
54.691983,72.968972,ТП-00566,КТП-160
55.111293,73.282398,ТП-00567,ПС-110/10
54.933683,73.828827,ТП-00568,Распределительный пункт
55.144457,73.547972,ТП-00569,КТП-250
55.304258,72.950496,ТП-00570,ПС-110/10
55.005958,73.620644,ТП-00571,
54.533126,72.845009,ТП-00572,
55.13615,73.41889,ТП-00573,КТП-6 кВ
54.752761,73.200776,ТП-00574,
55.373669,73.617526,ТП-00575,
55.25853,73.281165,ТП-00576,Трансформаторная подстанция
54.7466,72.89402,ТП-00577,ТП-35/6
55.068006,73.593615,ТП-00578,
55.196487,73.262492,ТП-00579,
54.725542,73.770103,ТП-00580,
54.983506,73.13819,ТП-00581,КТП-160
55.048499,73.455222,ТП-00582,БКТП-630
54.743214,73.783884,ТП-00583,ПС-220/110/10
54.728938,73.150551,ТП-00584,
55.383668,73.787685,ТП-00585,КТП-250
55.140875,73.431436,ТП-00586,
54.839973,73.527648,ТП-00587,ПС-220/110/10
54.816861,73.277957,ТП-00588,
54.868814,73.649858,ТП-00589,КТП-6 кВ
54.800663,73.598334,ТП-00590,Трансформаторная подстанция
55.036147,73.884565,ТП-00591,КТП-10 кВ
54.879577,73.100495,ТП-00592,Распределительный пункт
55.360003,73.751847,ТП-00593,
55.182126,73.02953,ТП-00594,
55.136305,73.483214,ТП-00595,КТП-6 кВ
55.254186,73.466342,ТП-00596,КТП-6 кВ
54.961455,73.776421,ТП-00597,Трансформаторная подстанция
54.720627,73.029026,ТП-00598,КТП-160
55.429615,73.346813,ТП-00599,
55.073961,73.044964,ТП-00600,ПС-220/110/10
54.819454,73.131365,ТП-00601,КТП-250
54.853334,73.107718,ТП-00602,ТП-35/6
54.949404,73.703098,ТП-00603,КТП-100
55.285758,73.825764,ТП-00604,ПС-110/10
54.571144,73.770493,ТП-00605,Трансформаторная подстанция
